更新时间,#genre#
陕西卫视,http://113.218.204.28:8081/tsfile/live/0136_1.m3u8
陕西卫视,http://58.216.229.130:9901/tsfile/live/0120_7.m3u8
陕西卫视,http://59.173.183.242:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
陕西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
陕西卫视,http://111.196.129.152:20000/udp/239.3.1.41:8140
陕西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225625/2.m3u8
陕西卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000026/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000802
陕西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010113/1.m3u8
陕西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000006000040017/1.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226457/index.m3u8
陕西卫视,http://222.134.245.16:9901/tsfile/live/0136_1.m3u8
陕西卫视,https://api.livednow.org/migu/738910838?sign=gAAAAABnJcJqOtVCdd8WAn4DUT3VSbQHyfe5YFbUoqjsj_bS5O0aue2z6CSXEwpR856Z7BWlzxU-e48aeBfTOpdvGCnMnnjR8JmShiQd8oXFM-hTre-JgsjlvAzznm1jDoaQZsP8S-DAbqZK_jtrsaKSodpssxZZqCQjAazFU9B7A5GIEqWa9YF3LDLXONSmsFB7J7d9UM0FZx-CpzgBS2AhX8uO40kd0A%3D%3D
陕西卫视,http://110.53.52.63:8888/newlive/live/hls/40/live.m3u8
陕西卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000026/index.m3u8
陕西卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226444/index.m3u8
陕西卫视,http://112.102.217.173:9003//hls/68/index.m3u8
陕西卫视,http://43.138.11.122/cq/yh.php?id=G_SHANXI-HQ
陕西卫视,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000029/index.m3u8?IASHttpSessionId=
陕西卫视,http://zisong2014.oicp.net:4022/udp/225.1.1.41:5002
陕西卫视,http://fmbox.cc/公众号玉玉软件库/iptv6.php?id=00000029
陕西卫视,http://111.61.236.247:9081/hls/46/index.m3u8
陕西卫视,http://223.166.234.149:7777/tsfile/live/0136_1.m3u8
陕西卫视,http://111.199.234.10:18888/udp/239.3.1.41:8140
陕西卫视,http://222.129.139.91:8888/udp/239.3.1.41:8140
陕西卫视,http://223.166.234.19:7777/tsfile/live/0136_1.m3u8
陕西卫视,http://223.166.234.215:7777/tsfile/live/0136_1.m3u8
陕西卫视,http://42.48.50.232:9002/tsfile/live/0136_1.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227017/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EacviHy_ucMT27Ymf2iLtZA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
青海卫视,http://148.135.93.213/live.php?id=青海卫视
青海卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000042/index.m3u8?                                                               CCTV1 4M1080
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225628/index.m3u8
青海卫视,http://1b6467f415.iok.la:9931/tsfile/live/1086_1.m3u8
青海卫视,http://wouu.net:9977/udp/239.93.0.192:5140
青海卫视,http://115.48.162.48:9901/tsfile/live/0140_1.m3u8
青海卫视,http://113.236.17.12:9901/tsfile/live/1060_1.m3u8
青海卫视,http://113.236.31.149:9901/tsfile/live/1060_1.m3u8
青海卫视,http://14.212.185.71:9901/tsfile/live/0140_1.m3u8
青海卫视,http://60.208.61.2:352/tsfile/live/0140_1.m3u8
青海卫视,http://112.234.21.109:9901/tsfile/live/0140_1.m3u8
青海卫视,http://123.130.84.106:8154/tsfile/live/0140_1.m3u8
青海卫视,http://61.243.161.199:9901/tsfile/live/1060_1.m3u8
青海卫视,http://163.177.122.71:9901/tsfile/live/1081_1.m3u8
青海卫视,http://58.19.43.46:9901/tsfile/live/1014_1.m3u8
青海卫视,http://111.8.242.126:9999/tsfile/live/1030_1.m3u8
青海卫视,http://113.15.184.196:8181/tsfile/live/0140_1.m3u8
青海卫视,http://113.15.185.150:8181/tsfile/live/0140_1.m3u8
青海卫视,http://163.177.122.122:9901/tsfile/live/1081_1.m3u8
青海卫视,http://175.20.235.74:9901/tsfile/live/0140_1.m3u8
青海卫视,http://182.32.204.113:3217/tsfile/live/1052_1.m3u8
青海卫视,http://219.159.194.18:8181/tsfile/live/0140_1.m3u8
青海卫视,http://42.48.50.138:9002/tsfile/live/0140_1.m3u8
青海卫视,http://124.231.212.230:9999/tsfile/live/0140_1.m3u8
青海卫视,http://202.100.46.58:9901/tsfile/live/1038_1.m3u8
青海卫视,http://163.177.122.75:9901/tsfile/live/1061_1.m3u8
青海卫视,http://60.210.100.54:352/tsfile/live/0140_1.m3u8
青海卫视,http://119.125.134.185:9902/tsfile/live/0140_1.m3u8
青海卫视,http://119.163.199.98:9901/tsfile/live/0140_1.m3u8
青海卫视,http://61.157.139.15:9901/tsfile/live/2402_1.m3u8
青海卫视,http://183.66.13.82:60033/tsfile/live/0140_1.m3u8
青海卫视,http://223.166.234.114:7777/tsfile/live/0140_1.m3u8
青海卫视,http://113.195.5.165:9901/tsfile/live/1023_1.m3u8
青海卫视,http://119.62.11.48:9901/tsfile/live/0140_1.m3u8
青海卫视,http://119.62.57.8:9901/tsfile/live/0140_1.m3u8
青海卫视,http://123.161.39.128:9901/tsfile/live/0140_1.m3u8
青海卫视,http://123.7.110.43:9901/tsfile/live/0140_1.m3u8
青海卫视,http://101.19.84.8:9901/tsfile/live/0140_2.m3u8
青海卫视,http://119.125.134.176:9901/tsfile/live/0140_1.m3u8
青海卫视,http://119.62.57.128:9901/tsfile/live/0140_1.m3u8
青海卫视,http://119.62.57.129:9901/tsfile/live/0140_1.m3u8
青海卫视,http://119.62.59.201:9901/tsfile/live/0140_1.m3u8
青海卫视,http://119.62.80.45:9901/tsfile/live/0140_1.m3u8
青海卫视,http://120.238.94.10:9901/tsfile/live/1073_1.m3u8
青海卫视,http://121.33.239.242:9901/tsfile/live/0140_1.m3u8
青海卫视,http://144.52.160.109:9901/tsfile/live/1045_1.m3u8
青海卫视,http://220.164.192.48:50085/tsfile/live/0140_1.m3u8
青海卫视,http://221.213.69.82:9901/tsfile/live/0109_2.m3u8
青海卫视,http://58.57.40.22:9901/tsfile/live/1057_1.m3u8
青海卫视,http://59.48.75.130:3052/tsfile/live/0113_1.m3u8
青海卫视,http://61.138.128.226:19901/tsfile/live/0140_1.m3u8
青海卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887430.m3u8
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8
青海卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010111
青海卫视,http://z.b.bkpcp.top/m.php?id=qhws
青海卫视,http://j.x.bkpcp.top/jx/QHWS
青海卫视,http://goo.bkpcp.top/mg/qhws
青海卫视,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225628/index.m3u8
青海卫视,http://120.192.226.35:8009/hls/58/index.m3u8
青海卫视,http://61.138.128.226:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://36.105.100.208:35455/itv/5000000006000040015.m3u8?cdn=bestzb
青海卫视,http://iptv.0564.org:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
青海卫视,http://mh0.asia:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
青海卫视,http://3501776.xyz:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
青海卫视,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=qhws
青海卫视,http://113.118.15.210:808/hls/61/index.m3u8
青海卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0872&tk=23a9aca1f79f
青海卫视,http://1.180.2.93:9901/tsfile/live/0140_1.m3u8
青海卫视,http://113.15.109.216:59901/tsfile/live/0140_1.m3u8
青海卫视,https://migu.188766.xyz/?migutoken=42638860c804f915e1e2d31edbb7f08f&id=qhws&type=sz
青海卫视,https://migu.188766.xyz/?migutoken=0a3ff57e1a8692a75c767826f0c50972&id=qhws&type=sz
青海卫视,http://zqh2333.top:2222/rtp/239.93.24.192:5140
青海卫视,http://114.241.255.166:4022/rtp/239.3.1.44:8184
青海卫视,http://116.234.77.27:4022/rtp/239.45.1.230:5140
青海卫视,http://113.106.171.234:8899/rtp/239.20.0.154:2106
青海卫视,https://migu.188766.xyz/?migutoken=29b367db6a3f7a6670fe8b9b76eb8952&id=qhws&type=sz
青海卫视,http://a21709.tv.netsite.cc/proxy/1164716104/1164716104.m3u8
青海卫视,http://a21709.tv.netsite.cc/proxy/1152127449/1152127449.m3u8
青海卫视,http://39.164.180.36:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0
青海卫视,http://111.61.236.247:9081/hls/49/index.m3u8
青海卫视,http://nas.hssvm.com:8888/udp/225.1.1.54:5002
青海卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.127:11111
青海卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000042/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000042
青海卫视,http://118.251.60.185:8888/udp/239.76.254.132:9000
青海卫视,http://124.230.56.119:55555/udp/239.76.254.132:9000
青海卫视,http://124.230.56.27:55555/udp/239.76.254.132:9000
青海卫视,http://117.27.190.42:9998/tsfile/live/23255_1.m3u8
青海卫视,http://218.13.170.98:9901/tsfile/live/0140_1.m3u8
青海卫视,http://118.122.189.74:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://[2409:8087:1a0a:df::4038]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226323/index.m3u8
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3
青海卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3
青海卫视,http://[2409:8087:1a0a:df::4037]:80/wh7f454c46tw2412256287_-144096703/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8?icpid=88888888&RTS=1713969241&from=4&hms_devid=1211&online=1713969241&vqe=3
青海卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000042/index.m3u8
青海卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000042/index.m3u8
青海卫视,http://222.129.139.229:8888/udp/239.3.1.44:8184
青海卫视,http://221.221.167.14:8888/udp/239.3.1.44:8184
青海卫视,http://123.118.159.0:8686/udp/239.3.1.44:8184
青海卫视,http://123.113.187.204:8000/udp/239.3.1.44:8184
青海卫视,http://114.252.114.248:8445/udp/239.3.1.44:8184
青海卫视,http://123.113.237.160:8888/udp/239.3.1.44:8184
青海卫视,http://123.113.249.203:8888/udp/239.3.1.44:8184
青海卫视,http://111.199.234.10:18888/udp/239.3.1.44:8184
青海卫视,http://114.252.238.87:8000/udp/239.3.1.44:8184
青海卫视,http://222.129.139.91:8888/udp/239.3.1.44:8184
青海卫视,http://114.252.235.176:8000/udp/239.3.1.44:8184
青海卫视,http://223.166.234.19:7777/tsfile/live/0140_1.m3u8
青海卫视,http://223.166.234.149:7777/tsfile/live/0140_1.m3u8
青海卫视,http://110.53.218.182:9902/tsfile/live/0140_1.m3u8
青海卫视,http://111.196.129.152:20000/udp/239.3.1.44:8184
青海卫视,http://39.98.201.151:9090/udp/225.1.8.157:8184
青海卫视,http://223.166.234.215:7777/tsfile/live/0140_1.m3u8
青海卫视,http://220.249.114.102:9901/tsfile/live/0140_1.m3u8
青海卫视,http://183.94.146.109:2222/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://124.128.73.58:9901/tsfile/live/0140_1.m3u8?key=txiptv
青海卫视,http://183.94.146.109:2222/tsfile/live/1012_1.m3u8
青海卫视,http://101.72.127.38:808/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://59.173.183.242:9901/tsfile/live/0140_1.m3u8
青海卫视,http://59.173.183.242:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://60.255.240.247:8090/live/qhwsH264_2000.m3u8
青海卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000002000013359/1.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=3
青海卫视,http://222.134.245.16:9901/tsfile/live/0140_1.m3u8
青海卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000013359/index.m3u8?channel-id=bestzb&Contentid=1000000002000013359&livemode=1&stbId=3
青海卫视,http://113.57.20.158:9901/tsfile/live/1014_1.m3u8
青海卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000042/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000546
青海卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://123.138.22.30:9901/tsfile/live/0140_1.m3u8
青海卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000042/index.m3u8?channelid=newtv&livemode=4&Contentid=9900000546
青海卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/1.m3u8
青海卫视,http://58.221.214.82:9901/tsfile/live/0018_1.m3u8
青海卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/1.m3u8?
青海卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/index.m3u8
青海卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000013359/1.m3u8
青海卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000366/index.m3u8?IASHttpSessionId=
青海卫视,http://112.102.217.173:9003//hls/59/index.m3u8
青海卫视,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000366/index.m3u8?IASHttpSessionId=
青海卫视,http://43.138.11.122/cq/yh.php?id=G_QINGHAI
青海卫视,http://222.218.158.198:8181/tsfile/live/0140_1.m3u8
青海卫视,http://219.159.194.143:8181/tsfile/live/0140_1.m3u8
青海卫视,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000042
青海卫视,http://fmbox.cc/公众号玉玉软件库/iptv6.php?id=00000366
青海卫视,http://219.159.194.122:8181/tsfile/live/0140_1.m3u8
青海卫视,http://182.92.109.190:1668/72/72.php?id=qhws
青海卫视,http://220.249.114.102:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://221.221.162.225:8888/udp/239.3.1.44:8184
青海卫视,http://kxrj.site:1333/86/mg.php?id=qhws
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
青海卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=qhws
青海卫视,http://42.48.50.232:9002/tsfile/live/0140_1.m3u8
香港卫视,http://101.35.240.114:88/live.php?id=香港卫视
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.m3u8
香港卫视,https://yvxymm.tv12.xyz/175.m3u8
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226965/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7UiKL56-L86ihmTWaZ6csw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
黑龙江卫视,http://148.135.93.213/live.php?id=黑龙江卫视
黑龙江卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000521/index.m3u8?
黑龙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://60.12.183.46:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://www.furymax.top:85/rtp/239.254.96.138:8902
黑龙江卫视,https://tv.iill.top/x/hljws
黑龙江卫视,http://182.32.204.113:3217/tsfile/live/1032_1.m3u8
黑龙江卫视,http://58.221.214.82:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://115.48.61.211:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://106.118.70.215:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://110.7.129.204:8096/tsfile/live/0143_1.m3u8
黑龙江卫视,http://111.160.17.2:59901/tsfile/live/0001_36.m3u8
黑龙江卫视,http://125.43.245.50:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://115.48.63.221:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://125.43.241.34:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://61.156.228.12:8154/tsfile/live/0143_1.m3u8
黑龙江卫视,http://58.19.43.46:9901/tsfile/live/1008_1.m3u8
黑龙江卫视,http://115.48.62.70:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://163.177.122.71:9901/tsfile/live/1056_1.m3u8
黑龙江卫视,http://117.27.190.42:9998/tsfile/live/23256_1.m3u8
黑龙江卫视,http://119.125.134.185:9902/tsfile/live/1045_1.m3u8
黑龙江卫视,http://163.177.122.75:9901/tsfile/live/1043_1.m3u8
黑龙江卫视,http://58.220.219.14:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://115.48.162.48:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://121.33.239.242:9901/tsfile/live/0019_1.m3u8
黑龙江卫视,http://113.195.5.165:9901/tsfile/live/1022_1.m3u8
黑龙江卫视,http://219.145.93.74:9999/tsfile/live/1009_1.m3u8
黑龙江卫视,http://60.187.244.125:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://125.107.69.141:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://101.19.84.8:9901/tsfile/live/0125_1.m3u8
黑龙江卫视,http://175.10.230.91:8081/tsfile/live/0143_1.m3u8
黑龙江卫视,http://112.101.78.50:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://144.52.160.109:9901/tsfile/live/1054_1.m3u8
黑龙江卫视,http://222.217.230.195:8181/tsfile/live/0143_1.m3u8
黑龙江卫视,http://101.74.28.105:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://222.217.230.192:8181/tsfile/live/0143_1.m3u8
黑龙江卫视,http://222.217.230.193:8181/tsfile/live/0143_1.m3u8
黑龙江卫视,http://119.125.134.176:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://119.163.199.98:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://171.110.42.238:8181/tsfile/live/0143_1.m3u8
黑龙江卫视,http://175.20.235.74:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://110.7.130.91:8096/tsfile/live/0143_1.m3u8
黑龙江卫视,http://61.136.172.236:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://101.74.31.52:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://61.157.139.15:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://101.74.30.7:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://110.7.129.116:8096/tsfile/live/0143_1.m3u8
黑龙江卫视,http://115.48.63.37:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://175.16.180.250:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://118.77.152.195:9901/tsfile/live/0124_1.m3u8
黑龙江卫视,http://125.43.253.231:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://115.48.62.82:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://60.187.244.54:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://125.107.223.224:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://115.48.61.41:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://115.48.63.125:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://223.166.234.114:7777/tsfile/live/0143_1.m3u8
黑龙江卫视,http://223.241.247.214:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://42.48.50.138:9002/tsfile/live/0138_1.m3u8
黑龙江卫视,http://218.89.240.144:59901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://1.197.81.30:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://110.7.130.134:8096/tsfile/live/0143_1.m3u8
黑龙江卫视,http://115.48.60.104:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://119.62.11.48:9901/tsfile/live/0123_1.m3u8
黑龙江卫视,http://119.62.57.128:9901/tsfile/live/0123_1.m3u8
黑龙江卫视,http://119.62.57.129:9901/tsfile/live/0123_1.m3u8
黑龙江卫视,http://119.62.57.8:9901/tsfile/live/0123_1.m3u8
黑龙江卫视,http://123.130.84.106:8154/tsfile/live/0143_1.m3u8
黑龙江卫视,http://123.182.210.159:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://124.231.212.230:9999/tsfile/live/0143_1.m3u8
黑龙江卫视,http://171.117.241.88:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://182.113.7.123:9901/tsfile/live/0142_1.m3u8
黑龙江卫视,http://183.3.134.56:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://183.66.13.82:60033/tsfile/live/0143_1.m3u8
黑龙江卫视,http://110.7.128.156:8096/tsfile/live/0143_1.m3u8
黑龙江卫视,http://110.7.130.51:8096/tsfile/live/0143_1.m3u8
黑龙江卫视,http://119.62.59.201:9901/tsfile/live/0123_1.m3u8
黑龙江卫视,http://119.62.80.45:9901/tsfile/live/0123_1.m3u8
黑龙江卫视,http://123.161.202.170:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://124.128.73.58:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://125.107.154.147:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://14.212.185.71:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://163.177.122.122:9901/tsfile/live/1056_1.m3u8
黑龙江卫视,http://171.110.42.239:8181/tsfile/live/0143_1.m3u8
黑龙江卫视,http://221.213.69.82:9901/tsfile/live/0132_1.m3u8
黑龙江卫视,http://39.164.160.249:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://58.57.40.22:9901/tsfile/live/1040_1.m3u8
黑龙江卫视,http://60.12.183.46:9901/tsfile/live/1001_1.m3u8
黑龙江卫视,http://60.208.61.2:352/tsfile/live/0143_1.m3u8
黑龙江卫视,http://60.210.100.54:352/tsfile/live/0143_1.m3u8
黑龙江卫视,http://61.138.128.226:19901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://61.150.67.62:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873470.m3u8
黑龙江卫视,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
黑龙江卫视,http://iptv.huuc.edu.cn/hls/hljhd.m3u8
黑龙江卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010056
黑龙江卫视,http://j.x.bkpcp.top/jx/HEILJHD
黑龙江卫视,http://z.b.bkpcp.top/m.php?id=hljws
黑龙江卫视,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::4001]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/1.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226327/index.m3u8
黑龙江卫视,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227207/index.m3u8
黑龙江卫视,http://120.192.226.35:8009/hls/38/index.m3u8
黑龙江卫视,http://61.138.128.226:19901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://36.105.100.208:35455/itv/1000000005000265029.m3u8?cdn=ystenlive
黑龙江卫视,http://my.tmos.cn:15181/chs005.m3u8
黑龙江卫视,http://175.171.30.26:5111/hls/624121732/index.m3u8
黑龙江卫视,http://113.118.15.210:808/hls/48/index.m3u8
黑龙江卫视,http://110.7.131.4:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9197&tk=23a9aca1f79f
黑龙江卫视,https://www.yangshipin.cn/tv/home?pid=600002498
黑龙江卫视,http://iptv.zkbhj.com/tv/url/go?id=e6fa911b199dc9d2d6418f6b1508847614bf8f16591693233093c5c91974172cc82774ab2cba0c3ab0060596ffb0adc68b159ebdfc0a79d0e46bdfab58d3819e
黑龙江卫视,http://153.0.171.163:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://124.165.251.82:85/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,https://migu.188766.xyz/?migutoken=99e497e0a97b0f94b095326ac4e33ff3&id=hljws&type=sz
黑龙江卫视,https://migu.188766.xyz/?migutoken=5bc3a0b4d48d98c14ca771875e446b17&id=hljws&type=sz
